iter	Passed	Remaining
3144	864850	426787
3145	865133	426517
3146	865394	426234
3147	865728	425989
3148	866014	425719
3149	866242	425421
3150	866566	425170
3151	866858	424903
3152	867164	424643
3153	867461	424379
3154	867712	424092
3155	868050	423848
3156	868342	423581
3157	868689	423341
3158	869027	423097
3159	869421	422879
3160	869720	422616
3161	870011	422348
3162	870251	422057
3163	870516	421776
3164	870784	421497
3165	871090	421238
3166	871403	420981
3167	871722	420727
3168	872019	420462
3169	872266	420174
3170	872574	419914
3171	872863	419645
3172	873220	419410
3173	873517	419145
3174	873956	418948
3175	874265	418689
3176	874618	418451
3177	874946	418201
3178	875232	417931
3179	875578	417689
3180	875900	417436
3181	876163	417155
3182	876485	416902
3183	876791	416640
3184	877222	416439
3185	877563	416195
3186	877895	415946
3187	878127	415650
3188	878499	415420
3189	878775	415145
3190	879188	414934
3191	879459	414657
3192	879815	414419
3193	880264	414225
3194	880616	413986
3195	880917	413722
3196	881207	413453
3197	881499	413185
3198	881779	412911
3199	882081	412648
3200	882362	412375
3201	882641	412101
3202	882906	411820
3203	883243	411573
3204	883571	411322
3205	883853	411049
3206	884125	410772
3207	884407	410499
3208	884667	410216
3209	884902	409922
3210	885204	409658
3211	885474	409380
3212	885761	409109
3213	886004	408819
3214	886256	408532
3215	886537	408259
3216	886801	407978
3217	887141	407732
3218	887433	407464
3219	887749	407206
3220	888005	406922
3221	888280	406645
3222	888523	406355
3223	888804	406082
3224	889081	405807
3225	889306	405508
3226	889557	405221
3227	889801	404931
3228	890064	404649
3229	890299	404356
3230	890581	404082
3231	890840	403799
3232	891155	403542
3233	891447	403273
3234	891733	403002
3235	892005	402725
3236	892270	402445
3237	892526	402160
3238	892799	401883
3239	893069	401605
3240	893368	401340
3241	893600	401045
3242	893851	400758
3243	894149	400492
3244	894412	400211
3245	894670	399928
3246	894915	399639
3247	895163	399350
